bioguide_id,full_name,party,office,state,district,senate_class,state_rank,terms_served,years_served,start_date,end_date,first_name,middle_name,last_name,birthdate,years_lived,gender,religion,thomas_id,govtrack_id,opensecrets_id,lis_id,votesmart_id,cspan_id,icpsr_id,fec_ids,latest_fec_id,updated_at
C000107,Charles T. Canady,Republican,rep,FL,12,,,4,39.56,1993-01-05 00:00:00,2001-01-03 00:00:00,Charles,T.,Canady,1954-06-22,62.4,M,,00171,400574,,,,,29332,,,2016-10-13T15:13:41.622088
C000108,Richard Sprigg Canby,Whig,rep,OH,4,,,0,,1847-12-06 00:00:00,1849-03-03 00:00:00,Richard,Sprigg,Canby,1808-09-30,208.2,M,,,402260,,,,,1471,,,2016-10-13T15:13:41.622088
C000109,Allen Daniel Candler,Democrat,rep,GA,9,,,4,256.38,1883-12-03 00:00:00,1891-03-03 00:00:00,Allen,Daniel,Candler,1834-11-04,182.1,M,,,402261,,,,,1472,,,2016-10-13T15:13:41.622088
C000110,Ezekiel Samuel Candler,Democrat,rep,MS,1,,,16,791.86,1901-12-02 00:00:00,1921-03-03 00:00:00,Ezekiel,Samuel,Candler,1862-01-18,154.8,M,,,402262,,,,,1473,,,2016-10-13T15:13:41.622088
C000111,John Wilson Candler,Republican,rep,MA,9,,,0,,1881-12-05 00:00:00,1891-03-03 00:00:00,John,Wilson,Candler,1828-02-10,188.8,M,,,402263,,,,,1474,,,2016-10-13T15:13:41.622088
C000112,Milton Anthony Candler,Democrat,rep,GA,5,,,0,,1875-12-06 00:00:00,1879-03-03 00:00:00,Milton,Anthony,Candler,1837-01-11,179.9,M,,,402264,,,,,1475,,,2016-10-13T15:13:41.622088
C000113,Gordon Canfield,Republican,rep,NJ,8,,,16,478.44,1941-01-03 00:00:00,1961-01-03 00:00:00,Gordon,,Canfield,1898-04-15,118.6,M,,,402265,,,,,1476,,,2016-10-13T15:13:41.622088
C000114,Harry Clifford Canfield,Democrat,rep,IN,4,,,6,258.46,1923-12-03 00:00:00,1933-03-03 00:00:00,Harry,Clifford,Canfield,1875-11-22,141.0,M,,,402266,,,,,1477,,,2016-10-13T15:13:41.622088
C000115,Arthur Patrick Cannon,Democrat,rep,FL,4,,,4,147.65,1939-01-03 00:00:00,1947-01-03 00:00:00,Arthur,Patrick,Cannon,1904-05-22,112.5,M,,,402267,,,,,1478,,,2016-10-13T15:13:41.622088
C000116,Christopher B. Cannon,Republican,rep,UT,3,,,8,47.1,1997-01-07 00:00:00,2009-01-03 00:00:00,Christopher,B.,Cannon,1950-10-20,66.0,M,Latter Day Saints,01470,400059,N00006349,,393,,29766,H6UT03042,H6UT03042,2016-10-13T15:13:41.622088
C000117,Clarence Andrew Cannon,Democrat,rep,MO,9,,,38,1056.81,1923-12-03 00:00:00,1965-01-03 00:00:00,Clarence,Andrew,Cannon,1879-04-11,137.6,M,,,402268,,,,,1479,,,2016-10-13T15:13:41.622088
C000118,Frank Jenne Cannon,Silver Republican,sen,UT,,1,,0,,1895-12-02 00:00:00,1899-03-03 00:00:00,Frank,Jenne,Cannon,1859-01-25,157.8,M,,,402269,,,,,1480,,,2016-10-13T15:13:41.622088
C000119,George Quayle Cannon,Republican,rep,UT,-1,,,6,408.71,1873-12-01 00:00:00,1883-03-03 00:00:00,George,Quayle,Cannon,1827-01-11,189.9,M,,,402270,,,,,,,,2016-10-13T15:13:41.622088
C000120,Howard Walter Cannon,Democrat,sen,NV,,1,,4,91.59,1959-01-07 00:00:00,1983-01-03 00:00:00,Howard,Walter,Cannon,1912-01-26,104.8,M,,01301,402271,,,,,1482,,,2016-10-13T15:13:41.622088
C000121,Joseph Gurney Cannon,Republican,rep,IL,18,,,42,2037.21,1873-12-01 00:00:00,1923-03-03 00:00:00,Joseph,Gurney,Cannon,1836-05-07,180.6,M,,,402272,,,,,1483,,,2016-10-13T15:13:41.622088
C000122,Marion Cannon,Populist,rep,CA,6,,,0,,1893-08-07 00:00:00,1895-03-03 00:00:00,Marion,,Cannon,1834-10-30,182.1,M,,,402273,,,,,1484,,,2016-10-13T15:13:41.622088
C000123,Newton Cannon,Republican,rep,TN,5,,,4,393.01,1813-05-24 00:00:00,1823-03-03 00:00:00,Newton,,Cannon,1781-05-22,235.6,M,,,402274,,,,,1485,,,2016-10-13T15:13:41.622088
C000124,Raymond Joseph Cannon,Democrat,rep,WI,4,,,2,81.65,1933-03-09 00:00:00,1939-01-03 00:00:00,Raymond,Joseph,Cannon,1894-08-26,122.2,M,,,402275,,,,,1486,,,2016-10-13T15:13:41.622088
C000125,Jacob Aaron Cantor,Democrat,rep,NY,20,,,0,,1913-04-07 00:00:00,1915-03-03 00:00:00,Jacob,Aaron,Cantor,1854-12-06,162.0,M,,,402276,,,,,1487,,,2016-10-13T15:13:41.622088
C000126,James Campbell Cantrill,Democrat,rep,KY,7,,,12,568.29,1909-03-15 00:00:00,1925-03-03 00:00:00,James,Campbell,Cantrill,1870-07-09,146.4,M,,,402277,,,,,1488,,,2016-10-13T15:13:41.622088
C000127,Maria Cantwell,Democrat,sen,WA,,1,junior,4,15.55,1993-01-05 00:00:00,2019-01-03 00:00:00,Maria,,Cantwell,1958-10-13,58.0,F,Roman Catholic,00172,300018,N00007836,S275,27122,26137,39310,S8WA00194;H2WA01054,S8WA00194,2016-10-13T15:13:41.622088
C000128,Homer Earl Capehart,Republican,sen,IN,,3,,2,65.82,1945-01-03 00:00:00,1963-01-03 00:00:00,Homer,Earl,Capehart,1897-06-06,119.4,M,,,402278,,,,,1489,,,2016-10-13T15:13:41.622088
C000129,James Capehart,Democrat,rep,WV,4,,,0,,1891-12-07 00:00:00,1895-03-03 00:00:00,James,,Capehart,1847-03-07,169.7,M,,,402279,,,,,1490,,,2016-10-13T15:13:41.622088
C000130,Allen Taylor Caperton,Democrat,sen,WV,,1,,0,,1875-12-06 00:00:00,1877-03-03 00:00:00,Allen,Taylor,Caperton,1810-11-21,206.0,M,,,402280,,,,,1491,,,2016-10-13T15:13:41.622088
C000131,Hugh Caperton,Federalist,rep,VA,7,,,0,,1813-05-24 00:00:00,1815-03-03 00:00:00,Hugh,,Caperton,1781-04-17,235.6,M,,,402281,,,,,1492,,,2016-10-13T15:13:41.622088
C000132,Louis Joseph Capozzoli,Democrat,rep,NY,13,,,0,,1941-01-03 00:00:00,1945-01-03 00:00:00,Louis,Joseph,Capozzoli,1901-03-06,115.7,M,,,402282,,,,,1493,,,2016-10-13T15:13:41.622088
C000133,Arthur Capper,Republican,sen,KS,,2,,6,237.57,1919-05-19 00:00:00,1949-01-03 00:00:00,Arthur,,Capper,1865-07-14,151.4,M,,,402283,,,,,1494,,,2016-10-13T15:13:41.622088
C000134,Walter Holden Capps,Democrat,rep,CA,22,,,0,,1997-01-07 00:00:00,1997-10-28 00:00:00,Walter,Holden,Capps,1934-05-05,82.5,M,,01472,402284,,,,,29706,,,2016-10-13T15:13:41.622088
C000135,Adin Ballou Capron,Republican,rep,RI,2,,,10,545.29,1897-03-15 00:00:00,1911-03-03 00:00:00,Adin,Ballou,Capron,1841-01-09,175.9,M,,,402285,,,,,1495,,,2016-10-13T15:13:41.622088
C000136,John Henry Capstick,Republican,rep,NJ,5,,,0,,1915-12-06 00:00:00,1919-03-03 00:00:00,John,Henry,Capstick,1856-09-02,160.2,M,,,402286,,,,,1496,,,2016-10-13T15:13:41.622088
C000137,Bruce Faulkner Caputo,Republican,rep,NY,23,,,0,,1977-01-04 00:00:00,1979-01-03 00:00:00,Bruce,Faulkner,Caputo,1943-08-07,73.2,M,,00173,402287,,,,,14408,,,2016-10-13T15:13:41.622088
C000138,Hattie Wyatt Caraway,Democrat,sen,AR,,3,,2,79.07,1931-12-07 00:00:00,1945-01-03 00:00:00,Hattie,Wyatt,Caraway,1878-02-01,138.8,F,,,402288,,,,,1497,,,2016-10-13T15:13:41.622088
C000139,Thaddeus Horatius Caraway,Democrat,sen,AR,,3,,8,362.53,1913-04-07 00:00:00,1931-12-31 00:00:00,Thaddeus,Horatius,Caraway,1871-10-17,145.1,M,,,402289,,,,,1498,,,2016-10-13T15:13:41.622088
C000140,Cap Robert Carden,Democrat,rep,KY,4,,,2,83.07,1931-12-07 00:00:00,1937-01-03 00:00:00,Cap,Robert,Carden,1866-12-17,149.9,M,,,402290,,,,,1499,,,2016-10-13T15:13:41.622088
C000141,Benjamin L. Cardin,Democrat,sen,MD,,1,junior,20,57.75,1987-01-06 00:00:00,2019-01-03 00:00:00,Benjamin,L.,Cardin,1943-10-05,73.1,M,Jewish,00174,400064,N00001955,S308,26888,4004,15408,H6MD03177;S6MD03177,H6MD03177,2016-10-13T15:13:41.622088
C000142,John Francis Carew,Democrat,rep,NY,18,,,14,624.13,1913-04-07 00:00:00,1931-03-03 00:00:00,John,Francis,Carew,1873-04-16,143.6,M,,,402291,,,,,1500,,,2016-10-13T15:13:41.622088
C000143,Hugh Leo Carey,Democrat,rep,NY,15,,,10,228.99,1961-01-03 00:00:00,1975-01-03 00:00:00,Hugh,Leo,Carey,1919-04-11,97.6,M,,00175,402292,,,,,10508,,,2016-10-13T15:13:41.622088
C000144,John Carey,Republican,rep,OH,9,,,0,,1859-12-05 00:00:00,1861-03-03 00:00:00,John,,Carey,1792-04-05,224.7,M,,,402293,,,,,1501,,,2016-10-13T15:13:41.622088
C000145,Joseph Maull Carey,Republican,sen,WY,,2,,4,256.21,1885-12-07 00:00:00,1895-03-03 00:00:00,Joseph,Maull,Carey,1845-01-19,171.8,M,,,402294,,,,,1502,,,2016-10-13T15:13:41.622088
C000146,Robert Davis Carey,Republican,sen,WY,,2,,0,,1930-01-01 00:00:00,1937-01-03 00:00:00,Robert,Davis,Carey,1878-08-12,138.3,M,,,402295,,,,,1503,,,2016-10-13T15:13:41.622088
C000147,Ezra Child Carleton,Democrat,rep,MI,7,,,0,,1883-12-03 00:00:00,1887-03-03 00:00:00,Ezra,Child,Carleton,1838-09-06,178.2,M,,,402296,,,,,1504,,,2016-10-13T15:13:41.622088
C000148,Peter Carleton,Republican,rep,NH,-1,,,0,,1807-10-26 00:00:00,1809-03-03 00:00:00,Peter,,Carleton,1755-09-19,261.2,M,,,402297,,,,,1505,,,2016-10-13T15:13:41.622088
C000149,Patrick J. Carley,Democrat,rep,NY,8,,,4,170.44,1927-12-05 00:00:00,1935-01-03 00:00:00,Patrick,J.,Carley,1866-02-02,150.8,M,,,402298,,,,,1506,,,2016-10-13T15:13:41.622088
C000150,John Snyder Carlile,Unionist,sen,VA,,2,,2,156.63,1855-12-03 00:00:00,1865-03-03 00:00:00,John,Snyder,Carlile,1817-12-16,199.0,M,,,402299,,,,,1507,,,2016-10-13T15:13:41.622088
C000151,Charles Creighton Carlin,Democrat,rep,VA,-1,,,10,495.64,1907-12-02 00:00:00,1921-03-03 00:00:00,Charles,Creighton,Carlin,1866-04-08,150.6,M,,,402300,,,,,1508,,,2016-10-13T15:13:41.622088
C000152,John Griffin Carlisle,Democrat,sen,KY,,2,,10,641.4,1877-10-15 00:00:00,1893-12-31 00:00:00,John,Griffin,Carlisle,1834-09-05,182.2,M,,,402301,,,,,1509,,,2016-10-13T15:13:41.622088
C000153,Cliffard Dale Carlson,Republican,rep,IL,15,,,0,,1971-01-21 00:00:00,1973-01-03 00:00:00,Cliffard,Dale,Carlson,1915-12-30,100.9,M,,,402302,,,,,13054,,,2016-10-13T15:13:41.622088
C000154,Frank Carlson,Republican,sen,KS,,3,,14,395.59,1935-01-03 00:00:00,1969-01-03 00:00:00,Frank,,Carlson,1893-01-23,123.8,M,,,402303,,,,,1510,,,2016-10-13T15:13:41.622088
C000155,Henry Hull Carlton,Democrat,rep,GA,8,,,0,,1887-12-05 00:00:00,1891-03-03 00:00:00,Henry,Hull,Carlton,1835-05-14,181.5,M,,,402304,,,,,1511,,,2016-10-13T15:13:41.622088
C000156,Frank Ertel Carlyle,Democrat,rep,NC,7,,,4,127.63,1949-01-03 00:00:00,1957-01-03 00:00:00,Frank,Ertel,Carlyle,1897-04-07,119.6,M,,,402305,,,,,1512,,,2016-10-13T15:13:41.622088
C000157,Edward Ward Carmack,Democrat,sen,TN,,2,,2,116.91,1897-03-15 00:00:00,1907-03-03 00:00:00,Edward,Ward,Carmack,1858-11-05,158.0,M,,,402306,,,,,1513,,,2016-10-13T15:13:41.622088
C000158,Gregory Wright Carman,Republican,rep,NY,3,,,0,,1981-01-05 00:00:00,1983-01-03 00:00:00,Gregory,Wright,Carman,1937-01-31,79.8,M,,00176,402307,,,,,14804,,,2016-10-13T15:13:41.622088
C000159,Archibald Hill Carmichael,Democrat,rep,AL,8,,,0,,1933-03-09 00:00:00,1937-01-03 00:00:00,Archibald,Hill,Carmichael,1864-06-17,152.4,M,,,402308,,,,,1514,,,2016-10-13T15:13:41.622088
C000160,Richard Bennett Carmichael,Jackson,rep,MD,2,,,0,,1833-12-02 00:00:00,1835-03-03 00:00:00,Richard,Bennett,Carmichael,1807-12-25,208.9,M,,,402309,,,,,1515,,,2016-10-13T15:13:41.622088
C000162,Albert Sidney Johnson Carnahan,Democrat,rep,MO,8,,,10,299.03,1945-01-03 00:00:00,1961-01-03 00:00:00,Albert,Sidney Johnson,Carnahan,1897-01-09,119.8,M,,,402310,,,,,1517,,,2016-10-13T15:13:41.622088
C000163,Thomas Petters Carnes,,rep,GA,-1,,,0,,1793-12-02 00:00:00,1795-03-03 00:00:00,Thomas,Petters,Carnes,,,M,,,402311,,,,,1518,,,2016-10-13T15:13:41.622088
C000164,Charles Joseph Carney,Democrat,rep,OH,19,,,6,125.35,1969-01-03 00:00:00,1979-01-03 00:00:00,Charles,Joseph,Carney,1913-04-17,103.6,M,,00177,402312,,,,,12044,,,2016-10-13T15:13:41.622088
C000165,William Carney,Republican,rep,NY,1,,,4,67.56,1979-01-15 00:00:00,1987-01-03 00:00:00,William,,Carney,1942-07-01,74.3,M,,00178,402313,,,,,14610,,,2016-10-13T15:13:41.622088
C000166,Cyrus Clay Carpenter,Republican,rep,IA,9,,,0,,1879-03-18 00:00:00,1883-03-03 00:00:00,Cyrus,Clay,Carpenter,1829-11-24,187.0,M,,,402314,,,,,1519,,,2016-10-13T15:13:41.622088
C000167,Davis Carpenter,Whig,rep,NY,29,,,0,,1853-12-05 00:00:00,1855-03-03 00:00:00,Davis,,Carpenter,1799-12-25,216.9,M,,,402315,,,,,1520,,,2016-10-13T15:13:41.622088
C000168,Edmund Nelson Carpenter,Republican,rep,PA,12,,,0,,1925-12-07 00:00:00,1927-03-04 00:00:00,Edmund,Nelson,Carpenter,1865-06-27,151.4,M,,,402316,,,,,1521,,,2016-10-13T15:13:41.622088
C000169,Levi D. Carpenter,Democrat,rep,NY,20,,,0,,1843-12-04 00:00:00,1845-03-03 00:00:00,Levi,D.,Carpenter,1802-08-21,214.3,M,,,402317,,,,,1522,,,2016-10-13T15:13:41.622088
C000170,Lewis Cass Carpenter,Republican,rep,SC,3,,,0,,1873-12-01 00:00:00,1875-03-03 00:00:00,Lewis,Cass,Carpenter,1836-02-20,180.8,M,,,402318,,,,,1523,,,2016-10-13T15:13:41.622088
C000171,Matthew Hale Carpenter,Republican,sen,WI,,3,,0,,1869-03-04 00:00:00,1881-12-31 00:00:00,Matthew,Hale,Carpenter,1824-12-22,191.9,M,,,402319,,,,,1524,,,2016-10-13T15:13:41.622088
C000172,Terry McGovern Carpenter,Democrat,rep,NE,5,,,0,,1933-03-09 00:00:00,1935-01-03 00:00:00,Terry,McGovern,Carpenter,1900-03-28,116.6,M,,,402320,,,,,1525,,,2016-10-13T15:13:41.622088
C000173,William Randolph Carpenter,Democrat,rep,KS,4,,,0,,1933-03-09 00:00:00,1937-01-03 00:00:00,William,Randolph,Carpenter,1894-04-24,122.6,M,,,402321,,,,,1526,,,2016-10-13T15:13:41.622088
C000174,Thomas R. Carper,Democrat,sen,DE,,1,senior,12,38.67,1983-01-03 00:00:00,2019-01-03 00:00:00,Thomas,Richard,Carper,1947-01-23,69.8,M,Presbyterian,00179,300019,N00012508,S277,22421,663,15015,S8DE00079,S8DE00079,2016-10-13T15:13:41.622088
C000175,Francis Carr,Republican,rep,MA,17,,,0,,1811-11-04 00:00:00,1813-03-03 00:00:00,Francis,,Carr,1751-12-06,265.0,M,,,402322,,,,,1527,,,2016-10-13T15:13:41.622088
C000176,James Carr,Federalist,rep,MA,17,,,0,,1815-12-04 00:00:00,1817-03-03 00:00:00,James,,Carr,1777-09-09,239.3,M,,,402323,,,,,1528,,,2016-10-13T15:13:41.622088
C000177,John Carr,Democrat,rep,IN,3,,,4,356.46,1831-12-05 00:00:00,1841-03-03 00:00:00,John,,Carr,1793-04-09,223.7,M,,,402324,,,,,1529,,,2016-10-13T15:13:41.622088
C000178,Milton Robert Carr,Democrat,rep,MI,8,,,14,180.44,1975-01-14 00:00:00,1995-01-03 00:00:00,Milton,Robert,Carr,1943-03-27,73.6,M,,00180,402325,,,,,14210,,,2016-10-13T15:13:41.622088
C000179,Nathan Tracy Carr,Democrat,rep,IN,3,,,0,,1875-12-06 00:00:00,1877-03-03 00:00:00,Nathan,Tracy,Carr,1833-12-25,182.9,M,,,402326,,,,,1530,,,2016-10-13T15:13:41.622088
C000180,Wooda Nicholas Carr,Democrat,rep,PA,23,,,0,,1913-04-07 00:00:00,1915-03-03 00:00:00,Wooda,Nicholas,Carr,1871-02-06,145.8,M,,,402327,,,,,1531,,,2016-10-13T15:13:41.622088
C000181,Chester Otto Carrier,Republican,rep,KY,4,,,0,,1943-01-06 00:00:00,1945-01-03 00:00:00,Chester,Otto,Carrier,1897-05-05,119.5,M,,,402328,,,,,1532,,,2016-10-13T15:13:41.622088
C000182,Joseph Leonard Carrigg,Republican,rep,PA,10,,,4,123.64,1951-01-03 00:00:00,1959-01-03 00:00:00,Joseph,Leonard,Carrigg,1901-02-23,115.7,M,,,402329,,,,,1533,,,2016-10-13T15:13:41.622088
C000185,Charles Carroll,,sen,MD,,1,,0,,1789-03-04 00:00:00,1793-03-03 00:00:00,Charles,,Carroll,1737-09-19,279.3,M,,,402332,,,,,1536,,,2016-10-13T15:13:41.622088
C000186,Charles Holker Carroll,Whig,rep,NY,29,,,0,,1843-12-04 00:00:00,1847-03-03 00:00:00,Charles,Holker,Carroll,1794-05-04,222.6,M,,,402333,,,,,1537,,,2016-10-13T15:13:41.622088
C000187,Daniel Carroll,,rep,MD,6,,,0,,1789-03-04 00:00:00,1791-03-03 00:00:00,Daniel,,Carroll,1730-07-22,286.4,M,,,402334,,,,,1538,,,2016-10-13T15:13:41.622088
C000188,James Carroll,Democrat,rep,MD,4,,,0,,1839-12-02 00:00:00,1841-03-03 00:00:00,James,,Carroll,1791-12-02,225.0,M,,,402335,,,,,1539,,,2016-10-13T15:13:41.622088
C000189,John Albert Carroll,Democrat,sen,CO,,3,,2,61.82,1947-01-03 00:00:00,1963-01-03 00:00:00,John,Albert,Carroll,1901-07-30,115.3,M,,,402336,,,,,1540,,,2016-10-13T15:13:41.622088
C000190,John Michael Carroll,Democrat,rep,NY,18,,,0,,1871-03-04 00:00:00,1873-03-03 00:00:00,John,Michael,Carroll,1823-04-27,193.6,M,,,402337,,,,,1541,,,2016-10-13T15:13:41.622088
C000191,Julia M. Carson,Democrat,rep,IN,7,,,8,47.1,1997-01-07 00:00:00,2007-12-15 00:00:00,Julia,M.,Carson,1938-07-08,78.3,F,Baptist,01473,400067,N00003758,,359,,29720,H6IN10141,H6IN10141,2016-10-13T15:13:41.622088
C000192,Henderson Haverfield Carson,Republican,rep,OH,16,,,0,,1943-01-06 00:00:00,1949-01-03 00:00:00,Henderson,Haverfield,Carson,1893-10-25,123.0,M,,,402338,,,,,1542,,,2016-10-13T15:13:41.622088
C000193,Samuel Price Carson,Jackson,rep,NC,12,,,4,372.45,1825-12-05 00:00:00,1833-03-03 00:00:00,Samuel,Price,Carson,1798-01-22,218.9,M,,,402339,,,,,1543,,,2016-10-13T15:13:41.622088
C000194,William Leighton Carss,Farmer-Labor,rep,MN,8,,,2,90.71,1919-05-19 00:00:00,1929-03-03 00:00:00,William,Leighton,Carss,1865-02-15,151.8,M,,,402340,,,,,1544,,,2016-10-13T15:13:41.622088
C000195,Albert Edward Carter,Republican,rep,CA,6,,,16,603.98,1925-12-07 00:00:00,1945-01-03 00:00:00,Albert,Edward,Carter,1881-07-05,135.4,M,,,402341,,,,,1545,,,2016-10-13T15:13:41.622088
C000196,Charles David Carter,Democrat,rep,OK,3,,,16,741.18,1907-12-02 00:00:00,1927-03-04 00:00:00,Charles,David,Carter,1868-08-16,148.3,M,,,402342,,,,,1546,,,2016-10-13T15:13:41.622088
C000197,John Carter,Jackson,rep,SC,8,,,4,380.48,1821-12-03 00:00:00,1829-03-03 00:00:00,John,,Carter,1792-09-10,224.2,M,,,402343,,,,,1547,,,2016-10-13T15:13:41.622088
C000198,Luther Cullen Carter,Republican,rep,NY,1,,,0,,1859-12-05 00:00:00,1861-03-03 00:00:00,Luther,Cullen,Carter,1805-02-25,211.8,M,,,402344,,,,,1548,,,2016-10-13T15:13:41.622088
C000199,Steven V. Carter,Democrat,rep,IA,4,,,0,,1959-01-07 00:00:00,1961-01-03 00:00:00,Steven,V.,Carter,1915-10-08,101.1,M,,,402345,,,,,1549,,,2016-10-13T15:13:41.622088
C000200,Thomas Henry Carter,Republican,sen,MT,,1,,2,112.18,1889-12-02 00:00:00,1911-03-03 00:00:00,Thomas,Henry,Carter,1854-10-30,162.1,M,,,402346,,,,,1550,,,2016-10-13T15:13:41.622088
C000201,Tim Lee Carter,Republican,rep,KY,5,,,12,238.53,1965-01-04 00:00:00,1981-01-03 00:00:00,Tim,Lee,Carter,1910-09-02,106.2,M,,00181,402347,,,,,10710,,,2016-10-13T15:13:41.622088
C000202,Timothy Jarvis Carter,Democrat,rep,ME,5,,,0,,1837-09-04 00:00:00,1839-03-03 00:00:00,Timothy,Jarvis,Carter,1800-08-18,216.3,M,,,402348,,,,,1551,,,2016-10-13T15:13:41.622088
C000203,Vincent Michael Carter,Republican,rep,WY,0,,,2,85.54,1929-04-15 00:00:00,1935-01-03 00:00:00,Vincent,Michael,Carter,1891-11-06,125.0,M,,,402349,,,,,1552,,,2016-10-13T15:13:41.622088
C000204,William Blount Carter,Whig,rep,TN,1,,,2,178.22,1835-12-07 00:00:00,1841-03-03 00:00:00,William,Blount,Carter,1792-10-22,224.1,M,,,402350,,,,,1553,,,2016-10-13T15:13:41.622088
C000205,William Henry Carter,Republican,rep,MA,13,,,0,,1915-12-06 00:00:00,1919-03-03 00:00:00,William,Henry,Carter,1864-06-15,152.4,M,,,402351,,,,,1554,,,2016-10-13T15:13:41.622088
C000206,David Kellogg Cartter,Democrat,rep,OH,18,,,0,,1849-12-03 00:00:00,1853-03-03 00:00:00,David,Kellogg,Cartter,1812-06-22,204.4,M,,,402352,,,,,1555,,,2016-10-13T15:13:41.622088
C000207,Wilburn Cartwright,Democrat,rep,OK,3,,,12,465.15,1927-12-05 00:00:00,1943-01-03 00:00:00,Wilburn,,Cartwright,1892-01-12,124.8,M,,,402353,,,,,1556,,,2016-10-13T15:13:41.622088
C000208,Asher Graham Caruth,Democrat,rep,KY,5,,,4,249.02,1887-12-05 00:00:00,1895-03-03 00:00:00,Asher,Graham,Caruth,1844-02-07,172.8,M,,,402354,,,,,1557,,,2016-10-13T15:13:41.622088
C000209,Robert Looney Caruthers,Whig,rep,TN,7,,,0,,1841-05-31 00:00:00,1843-03-03 00:00:00,Robert,Looney,Caruthers,1800-07-31,216.3,M,,,402355,,,,,1558,,,2016-10-13T15:13:41.622088
C000210,Samuel Caruthers,Democrat,rep,MO,7,,,2,160.2,1853-12-05 00:00:00,1859-03-03 00:00:00,Samuel,,Caruthers,1820-10-13,196.1,M,,,402356,,,,,1559,,,2016-10-13T15:13:41.622088
C000211,Edward Peter Carville,Democrat,sen,NV,,1,,0,,1945-01-03 00:00:00,1947-01-03 00:00:00,Edward,Peter,Carville,1885-05-14,131.5,M,,,402357,,,,,1560,,,2016-10-13T15:13:41.622088
C000212,George Cary,Jackson,rep,GA,-1,,,0,,1823-12-01 00:00:00,1827-03-03 00:00:00,George,,Cary,1789-08-07,227.3,M,,,402358,,,,,1561,,,2016-10-13T15:13:41.622088
C000213,George Booth Cary,Democrat,rep,VA,2,,,0,,1841-05-31 00:00:00,1843-03-03 00:00:00,George,Booth,Cary,,,M,,,402359,,,,,1562,,,2016-10-13T15:13:41.622088
C000214,Glover H. Cary,Democrat,rep,KY,2,,,2,83.07,1931-12-07 00:00:00,1937-01-03 00:00:00,Glover,H.,Cary,1885-05-01,131.5,M,,,402360,,,,,1563,,,2016-10-13T15:13:41.622088
C000215,Jeremiah Eaton Cary,Democrat,rep,NY,21,,,0,,1843-12-04 00:00:00,1845-03-03 00:00:00,Jeremiah,Eaton,Cary,1803-04-30,213.6,M,,,402361,,,,,1564,,,2016-10-13T15:13:41.622088
C000216,Samuel Fenton Cary,Ind. Republican,rep,OH,2,,,0,,1867-03-04 00:00:00,1869-03-03 00:00:00,Samuel,Fenton,Cary,1814-02-18,202.8,M,,,402362,,,,,1565,,,2016-10-13T15:13:41.622088
C000217,Shepard Cary,Democrat,rep,ME,7,,,0,,1843-12-04 00:00:00,1845-03-03 00:00:00,Shepard,,Cary,1805-07-03,211.4,M,,,402363,,,,,1566,,,2016-10-13T15:13:41.622088
C000218,William Joseph Cary,Republican,rep,WI,4,,,8,405.44,1907-12-02 00:00:00,1919-03-03 00:00:00,William,Joseph,Cary,1865-03-22,151.7,M,,,402364,,,,,1567,,,2016-10-13T15:13:41.622088
C000219,Charles Case,Republican,rep,IN,10,,,0,,1857-12-07 00:00:00,1861-03-03 00:00:00,Charles,,Case,1817-12-21,198.9,M,,,402365,,,,,1568,,,2016-10-13T15:13:41.622088
C000220,Clifford Philip Case,Republican,sen,NJ,,2,,14,328.65,1945-01-03 00:00:00,1979-01-03 00:00:00,Clifford,Philip,Case,1904-04-16,112.6,M,,01302,402366,,,,,1569,,,2016-10-13T15:13:41.622088
C000221,Francis Higbee Case,Republican,sen,SD,,3,,14,432.71,1937-01-05 00:00:00,1963-01-03 00:00:00,Francis,Higbee,Case,1896-12-09,119.9,M,,,402367,,,,,1570,,,2016-10-13T15:13:41.622088
C000222,Walter Case,Republican,rep,NY,6,,,0,,1819-12-06 00:00:00,1821-03-03 00:00:00,Walter,,Case,,,M,,,402368,,,,,1571,,,2016-10-13T15:13:41.622088
C000223,John Joseph Casey,Democrat,rep,PA,12,,,8,356.41,1913-04-07 00:00:00,1931-03-03 00:00:00,John,Joseph,Casey,1875-05-26,141.5,M,,,402369,,,,,1572,,,2016-10-13T15:13:41.622088
C000224,Joseph Casey,Whig,rep,PA,13,,,0,,1849-12-03 00:00:00,1851-03-03 00:00:00,Joseph,,Casey,1814-12-17,202.0,M,,,402370,,,,,1573,,,2016-10-13T15:13:41.622088
C000225,Joseph Edward Casey,Democrat,rep,MA,3,,,4,155.65,1935-01-03 00:00:00,1943-01-03 00:00:00,Joseph,Edward,Casey,1898-12-27,117.9,M,,,402371,,,,,1574,,,2016-10-13T15:13:41.622088
C000226,Levi Casey,Republican,rep,SC,6,,,0,,1803-10-17 00:00:00,1807-03-03 00:00:00,Levi,,Casey,,,M,,,412140,,,,,1575,,,2016-10-13T15:13:41.622088
C000227,Lyman Rufus Casey,Republican,sen,ND,,1,,0,,1889-12-02 00:00:00,1893-03-03 00:00:00,Lyman,Rufus,Casey,1837-05-06,179.6,M,,,402372,,,,,1576,,,2016-10-13T15:13:41.622088
C000228,Robert Randolph Casey,Democrat,rep,TX,22,,,14,306.34,1959-01-07 00:00:00,1977-01-03 00:00:00,Robert,Randolph,Casey,1915-07-27,101.3,M,,00182,402373,,,,,1577,,,2016-10-13T15:13:41.622088
