bioguide_id,full_name,party,office,state,district,senate_class,state_rank,terms_served,years_served,start_date,end_date,first_name,middle_name,last_name,birthdate,gender,religion,thomas_id,govtrack_id,opensecrets_id,lis_id,votesmart_id,cspan_id,icpsr_id,fec_ids,latest_fec_id,updated_at
C000261,John Joseph Cavanaugh,Democrat,rep,NE,2,,,0,37.84,1977-01-04 00:00:00,1981-01-03 00:00:00,John,Joseph,Cavanaugh,1945-08-01,M,,00184,402405,,,,,14409,,,2016-11-08T05:25:34.057249
C000262,Peter Angelo Cavicchia,Republican,rep,NJ,11,,,2,83.14,1931-12-07 00:00:00,1937-01-03 00:00:00,Peter,Angelo,Cavicchia,1879-05-22,M,,,402406,,,,,1609,,,2016-11-08T05:25:34.057249
C000263,Elford Albin Cederberg,Republican,rep,MI,10,,,22,61.78,1953-01-03 00:00:00,1979-01-03 00:00:00,Elford,Albin,Cederberg,1918-03-06,M,,00185,402407,,,,,1610,,,2016-11-08T05:25:34.057249
C000264,Emanuel Celler,Democrat,rep,NY,10,,,46,88.46,1923-12-03 00:00:00,1973-01-03 00:00:00,Emanuel,,Celler,1888-05-06,M,,,402408,,,,,1611,,,2016-11-08T05:25:34.057249
C000265,John Cessna,Republican,rep,PA,16,,,0,143.03,1869-03-04 00:00:00,1875-03-03 00:00:00,John,,Cessna,1821-06-29,M,,,402409,,,,,1612,,,2016-11-08T05:25:34.057249
C000266,Steve Chabot,Republican,rep,OH,1,,,16,17.81,1995-01-04 00:00:00,2017-01-03 00:00:00,Steve,J.,Chabot,1953-01-22,M,Catholic,00186,400071,N00003689,,21790,36705,29550,H8OH01043,H8OH01043,2016-11-08T05:25:34.057249
C000267,Jonathan Chace,Republican,sen,RI,,2,,2,132.25,1881-12-05 00:00:00,1889-03-03 00:00:00,Jonathan,,Chace,1829-07-22,M,,,402410,,,,,1613,,,2016-11-08T05:25:34.057249
C000268,E. Wallace Chadwick,Republican,rep,PA,7,,,0,69.9,1947-01-03 00:00:00,1949-01-03 00:00:00,E.,Wallace,Chadwick,1884-01-17,M,,,402411,,,,,1614,,,2016-11-08T05:25:34.057249
C000269,John Hubbard Chafee,Republican,sen,RI,,1,,4,34.88,1976-01-01 00:00:00,1999-10-24 00:00:00,John,Hubbard,Chafee,1922-10-22,M,,01303,402412,,S116,,,14500,,,2016-11-08T05:25:34.057249
C000270,Calvin Clifford Chaffee,Republican,rep,MA,10,,,0,159.03,1855-12-03 00:00:00,1859-03-03 00:00:00,Calvin,Clifford,Chaffee,1811-08-28,M,,,402413,,,,,1615,,,2016-11-08T05:25:34.057249
C000271,Jerome Bunty Chaffee,Republican,sen,CO,,3,,2,142.95,1871-03-04 00:00:00,1879-03-03 00:00:00,Jerome,Bunty,Chaffee,1825-04-17,M,,,402414,,,,,1616,,,2016-11-08T05:25:34.057249
C000272,James Ronald Chalmers,Independent,rep,MS,2,,,4,136.36,1877-10-15 00:00:00,1885-03-03 00:00:00,James,Ronald,Chalmers,1831-01-12,M,,,402415,,,,,1617,,,2016-11-08T05:25:34.057249
C000273,Joseph Williams Chalmers,Democrat,sen,MS,,2,,0,171.05,1845-12-01 00:00:00,1847-03-03 00:00:00,Joseph,Williams,Chalmers,,M,,,402416,,,,,1618,,,2016-11-08T05:25:34.057249
C000274,William Wallace Chalmers,Republican,rep,OH,9,,,4,90.76,1921-04-11 00:00:00,1931-03-03 00:00:00,William,Wallace,Chalmers,1861-11-01,M,,,402417,,,,,1619,,,2016-11-08T05:25:34.057249
C000275,Charles Ernest Chamberlain,Republican,rep,MI,6,,,14,57.84,1957-01-03 00:00:00,1975-01-03 00:00:00,Charles,Ernest,Chamberlain,1917-07-22,M,,00187,402418,,,,,1620,,,2016-11-08T05:25:34.057249
C000276,Ebenezer Mattoon Chamberlain,Democrat,rep,IN,10,,,0,163.04,1853-12-05 00:00:00,1855-03-03 00:00:00,Ebenezer,Mattoon,Chamberlain,1805-08-20,M,,,402419,,,,,1621,,,2016-11-08T05:25:34.057249
C000277,George Earle Chamberlain,Democrat,sen,OR,,3,,0,100.99,1909-03-15 00:00:00,1921-03-03 00:00:00,George,Earle,Chamberlain,1854-01-01,M,,,402420,,,,,1622,,,2016-11-08T05:25:34.057249
C000278,Jacob Payson Chamberlain,Republican,rep,NY,26,,,0,155.45,1861-07-04 00:00:00,1863-03-03 00:00:00,Jacob,Payson,Chamberlain,1802-08-01,M,,,402421,,,,,1623,,,2016-11-08T05:25:34.057249
C000279,John Curtis Chamberlain,Federalist,rep,NH,-1,,,0,207.61,1809-05-22 00:00:00,1811-03-03 00:00:00,John,Curtis,Chamberlain,1772-06-05,M,,,402422,,,,,1624,,,2016-11-08T05:25:34.057249
C000280,William Chamberlain,Federalist,rep,VT,3,,,0,207.61,1803-10-17 00:00:00,1811-03-03 00:00:00,William,,Chamberlain,1755-04-27,M,,,402423,,,,,1625,,,2016-11-08T05:25:34.057249
C000281,David Chambers,Republican,rep,OH,4,,,0,195.06,1821-12-03 00:00:00,1823-03-03 00:00:00,David,,Chambers,1780-11-25,M,,,402424,,,,,1626,,,2016-11-08T05:25:34.057249
C000282,Ezekiel Forman Chambers,Adams,sen,MD,,3,,0,185.05,1826-01-01 00:00:00,1835-03-03 00:00:00,Ezekiel,Forman,Chambers,1788-02-28,M,,,402425,,,,,1627,,,2016-11-08T05:25:34.057249
C000283,George Chambers,Anti Masonic,rep,PA,12,,,0,181.04,1833-12-02 00:00:00,1837-03-03 00:00:00,George,,Chambers,1786-02-24,M,,,402426,,,,,1628,,,2016-11-08T05:25:34.057249
C000284,Henry H. Chambers,Jackson,sen,AL,,3,,0,191.05,1825-12-05 00:00:00,1827-03-03 00:00:00,Henry,H.,Chambers,1790-10-01,M,,,402427,,,,,1629,,,2016-11-08T05:25:34.057249
C000285,John Chambers,Whig,rep,KY,12,,,2,180.55,1827-12-03 00:00:00,1839-03-03 00:00:00,John,,Chambers,1780-10-06,M,,,402428,,,,,1630,,,2016-11-08T05:25:34.057249
C000286,Saxby Chambliss,Republican,sen,GA,,2,senior,8,15.83,1995-01-04 00:00:00,2015-01-03 00:00:00,Saxby,,Chambliss,1943-11-10,M,Episcopalian,00188,300021,N00002685,S290,22029,36571,29512,S2GA00118;H2GA08038,S2GA00118,2016-11-08T05:25:34.057249
C000287,Edwin Van Meter Champion,Democrat,rep,IL,-1,,,0,79.9,1937-01-05 00:00:00,1939-01-03 00:00:00,Edwin,Van Meter,Champion,1890-09-18,M,,,402429,,,,,1631,,,2016-11-08T05:25:34.057249
C000288,Epaphroditus Champion,Federalist,rep,CT,-1,,,6,205.53,1807-10-26 00:00:00,1817-03-03 00:00:00,Epaphroditus,,Champion,1756-04-06,M,,,402430,,,,,1632,,,2016-11-08T05:25:34.057249
C000289,Christopher Grant Champlin,Federalist,sen,RI,,1,,2,209.41,1797-05-15 00:00:00,1811-12-31 00:00:00,Christopher,Grant,Champlin,1768-04-12,M,,,402431,,,,,1633,,,2016-11-08T05:25:34.057249
C000290,Albert Benjamin Chandler,Democrat,sen,KY,,2,,0,73.89,1939-01-03 00:00:00,1945-12-31 00:00:00,Albert,Benjamin,Chandler,1898-07-14,M,,,402432,,,,,1634,,,2016-11-08T05:25:34.057249
C000291,John Chandler,Jackson,sen,ME,,2,,4,195.67,1805-12-02 00:00:00,1829-03-03 00:00:00,John,,Chandler,1762-02-01,M,,,402433,,,,,1635,,,2016-11-08T05:25:34.057249
C000292,Joseph Ripley Chandler,Whig,rep,PA,2,,,2,164.28,1849-12-03 00:00:00,1855-03-03 00:00:00,Joseph,Ripley,Chandler,1792-08-22,M,,,402434,,,,,1636,,,2016-11-08T05:25:34.057249
C000293,Rodney Dennis Chandler,Republican,rep,WA,8,,,6,31.86,1983-01-03 00:00:00,1993-01-03 00:00:00,Rodney,Dennis,Chandler,1942-07-13,M,,00189,402435,,,,,15016,,,2016-11-08T05:25:34.057249
C000294,Thomas Chandler,Jackson,rep,NH,-1,,,0,185.05,1829-12-07 00:00:00,1833-03-03 00:00:00,Thomas,,Chandler,1772-08-10,M,,,402436,,,,,1637,,,2016-11-08T05:25:34.057249
C000295,Thomas Alberter Chandler,Republican,rep,OK,1,,,0,95.64,1917-04-02 00:00:00,1923-03-03 00:00:00,Thomas,Alberter,Chandler,1871-07-26,M,,,402437,,,,,1638,,,2016-11-08T05:25:34.057249
C000296,Walter Chandler,Democrat,rep,TN,9,,,2,79.9,1935-01-03 00:00:00,1941-01-03 00:00:00,Walter,,Chandler,1887-10-05,M,,,402438,,,,,1639,,,2016-11-08T05:25:34.057249
C000297,Walter Marion Chandler,Republican,rep,NY,19,,,4,98.79,1913-04-07 00:00:00,1923-03-03 00:00:00,Walter,Marion,Chandler,1867-12-08,M,,,402439,,,,,1640,,,2016-11-08T05:25:34.057249
C000298,William Eaton Chandler,Republican,sen,NH,,2,,2,122.26,1887-12-05 00:00:00,1901-03-03 00:00:00,William,Eaton,Chandler,1835-12-28,M,,,402440,,,,,1641,,,2016-11-08T05:25:34.057249
C000299,Zachariah Chandler,Republican,sen,MI,,1,,4,148.22,1857-12-07 00:00:00,1879-12-31 00:00:00,Zachariah,,Chandler,1813-12-10,M,,,402441,,,,,1642,,,2016-11-08T05:25:34.057249
C000300,John Chaney,Democrat,rep,OH,9,,,2,180.55,1833-12-02 00:00:00,1839-03-03 00:00:00,John,,Chaney,1790-01-12,M,,,402442,,,,,1643,,,2016-11-08T05:25:34.057249
C000301,John Crawford Chaney,Republican,rep,IN,2,,,0,109.01,1905-12-04 00:00:00,1909-03-03 00:00:00,John,Crawford,Chaney,1853-02-01,M,,,402443,,,,,1644,,,2016-11-08T05:25:34.057249
C000302,John Winthrop Chanler,Democrat,rep,NY,7,,,2,151.02,1863-12-07 00:00:00,1869-03-03 00:00:00,John,Winthrop,Chanler,1826-09-14,M,,,402444,,,,,1645,,,2016-11-08T05:25:34.057249
C000303,William Astor Chanler,Democrat,rep,NY,14,,,0,117.01,1899-12-04 00:00:00,1901-03-03 00:00:00,William,Astor,Chanler,1867-06-11,M,,,402445,,,,,1646,,,2016-11-08T05:25:34.057249
C000304,Alfred Clark Chapin,Democrat,rep,NY,1,,,0,125.01,1891-12-07 00:00:00,1893-03-03 00:00:00,Alfred,Clark,Chapin,1848-03-08,M,,,402446,,,,,1647,,,2016-11-08T05:25:34.057249
C000305,Chester William Chapin,Democrat,rep,MA,11,,,0,141.02,1875-12-06 00:00:00,1877-03-03 00:00:00,Chester,William,Chapin,1798-12-16,M,,,402447,,,,,1648,,,2016-11-08T05:25:34.057249
C000306,Graham Hurd Chapin,Jackson,rep,NY,25,,,0,181.04,1835-12-07 00:00:00,1837-03-03 00:00:00,Graham,Hurd,Chapin,1799-02-10,M,,,402448,,,,,1649,,,2016-11-08T05:25:34.057249
C000307,Andrew Grant Chapman,Democrat,rep,MD,5,,,0,135.02,1881-12-05 00:00:00,1883-03-03 00:00:00,Andrew,Grant,Chapman,1839-01-17,M,,,402449,,,,,1650,,,2016-11-08T05:25:34.057249
C000308,Augustus Alexandria Chapman,Democrat,rep,VA,12,,,0,171.05,1843-12-04 00:00:00,1847-03-03 00:00:00,Augustus,Alexandria,Chapman,1803-03-09,M,,,402450,,,,,1651,,,2016-11-08T05:25:34.057249
C000309,Bird Beers Chapman,Democrat,rep,NE,-1,,,0,161.04,1855-12-03 00:00:00,1857-03-03 00:00:00,Bird,Beers,Chapman,1821-08-24,M,,,402451,,,,,,,,2016-11-08T05:25:34.057249
C000310,Charles Chapman,Whig,rep,CT,1,,,0,165.05,1851-12-01 00:00:00,1853-03-03 00:00:00,Charles,,Chapman,1799-06-21,M,,,402452,,,,,1653,,,2016-11-08T05:25:34.057249
C000311,Henry Chapman,Democrat,rep,PA,7,,,0,159.03,1857-12-07 00:00:00,1859-03-03 00:00:00,Henry,,Chapman,1804-02-04,M,,,402453,,,,,1654,,,2016-11-08T05:25:34.057249
C000312,Jim Chapman,Democrat,rep,TX,1,,,8,29.86,1985-01-03 00:00:00,1997-01-03 00:00:00,Jim,,Chapman,1945-03-08,M,,00190,402454,,,,,15129,,,2016-11-08T05:25:34.057249
C000313,John Chapman,Federalist,rep,PA,4,,,0,219.63,1797-05-15 00:00:00,1799-03-03 00:00:00,John,,Chapman,1740-10-18,M,,,402455,,,,,1655,,,2016-11-08T05:25:34.057249
C000314,John Grant Chapman,Whig,rep,MD,1,,,0,169.04,1845-12-01 00:00:00,1849-03-03 00:00:00,John,Grant,Chapman,1798-07-05,M,,,402456,,,,,1656,,,2016-11-08T05:25:34.057249
C000315,Pleasant Thomas Chapman,Republican,rep,IL,24,,,2,108.97,1905-12-04 00:00:00,1911-03-03 00:00:00,Pleasant,Thomas,Chapman,1854-10-08,M,,,402457,,,,,1657,,,2016-11-08T05:25:34.057249
C000316,Reuben Chapman,Democrat,rep,AL,6,,,8,176.79,1835-12-07 00:00:00,1847-03-03 00:00:00,Reuben,,Chapman,1799-07-15,M,,,402458,,,,,1658,,,2016-11-08T05:25:34.057249
C000317,Virgil Munday Chapman,Democrat,sen,KY,,2,,20,85.43,1925-12-07 00:00:00,1951-12-31 00:00:00,Virgil,Munday,Chapman,1895-03-15,M,,,402459,,,,,1659,,,2016-11-08T05:25:34.057249
C000318,William Williams Chapman,Democrat,rep,IA,-1,,,0,177.05,1837-09-04 00:00:00,1841-03-03 00:00:00,William,Williams,Chapman,1808-08-11,M,,,402460,,,,,,,,2016-11-08T05:25:34.057249
C000319,Absalom Harris Chappell,Whig,rep,GA,-1,,,0,173.05,1843-12-04 00:00:00,1845-03-03 00:00:00,Absalom,Harris,Chappell,1801-12-18,M,,,402461,,,,,1661,,,2016-11-08T05:25:34.057249
C000320,John Joel Chappell,Republican,rep,SC,4,,,0,201.07,1813-05-24 00:00:00,1817-03-03 00:00:00,John,Joel,Chappell,1782-01-19,M,,,402462,,,,,1662,,,2016-11-08T05:25:34.057249
C000321,William Venroe Chappell,Democrat,rep,FL,4,,,16,45.75,1969-01-03 00:00:00,1989-01-03 00:00:00,William,Venroe,Chappell,1922-02-03,M,,00191,402463,,,,,12007,,,2016-11-08T05:25:34.057249
C000322,Eugene A. Chappie,Republican,rep,CA,2,,,2,33.86,1981-01-05 00:00:00,1987-01-03 00:00:00,Eugene,A.,Chappie,1920-03-28,M,,00192,402464,,,,,14805,,,2016-11-08T05:25:34.057249
C000323,William Barclay Charles,Republican,rep,NY,30,,,0,100.99,1915-12-06 00:00:00,1917-03-03 00:00:00,William,Barclay,Charles,1861-04-03,M,,,402465,,,,,1663,,,2016-11-08T05:25:34.057249
C000324,Robert Milledge Charlton,Democrat,sen,GA,,2,,0,164.96,1852-01-01 00:00:00,1853-03-03 00:00:00,Robert,Milledge,Charlton,1807-01-19,M,,,402466,,,,,1664,,,2016-11-08T05:25:34.057249
C000325,Dudley Chase,Whig,rep,NY,-1,,,2,167.64,1813-05-24 00:00:00,1855-03-03 00:00:00,Dudley,,Chase,1771-12-30,M,,,402467,,,,,1665,,,2016-11-08T05:25:34.057249
C000326,George William Chase,Whig,rep,NY,19,,,0,163.04,1853-12-05 00:00:00,1855-03-03 00:00:00,George,William,Chase,,M,,,412027,,,,,1666,,,2016-11-08T05:25:34.057249
C000327,Jackson Burton Chase,Republican,rep,NE,2,,,0,61.88,1955-01-05 00:00:00,1957-01-03 00:00:00,Jackson,Burton,Chase,1890-08-19,M,,,402468,,,,,1667,,,2016-11-08T05:25:34.057249
C000328,James Mitchell Chase,Republican,rep,PA,23,,,2,86.22,1927-12-05 00:00:00,1933-03-03 00:00:00,James,Mitchell,Chase,1891-12-19,M,,,402469,,,,,1668,,,2016-11-08T05:25:34.057249
C000330,Lucien Bonaparte Chase,Democrat,rep,TN,9,,,0,169.04,1845-12-01 00:00:00,1849-03-03 00:00:00,Lucien,Bonaparte,Chase,1817-12-05,M,,,402471,,,,,1670,,,2016-11-08T05:25:34.057249
C000331,Ray Park Chase,Republican,rep,MN,-1,,,0,83.73,1933-03-09 00:00:00,1935-01-03 00:00:00,Ray,Park,Chase,1880-03-12,M,,,402472,,,,,1671,,,2016-11-08T05:25:34.057249
C000332,Salmon Portland Chase,Republican,sen,OH,,3,,0,155.45,1849-12-03 00:00:00,1861-12-31 00:00:00,Salmon,Portland,Chase,1808-01-13,M,,,402473,,,,,1672,,,2016-11-08T05:25:34.057249
C000333,Samuel Chase,Adams,rep,NY,13,,,0,189.06,1827-12-03 00:00:00,1829-03-03 00:00:00,Samuel,,Chase,,M,,,412028,,,,,1674,,,2016-11-08T05:25:34.057249
C000335,Elijah Webb Chastain,Democrat,rep,GA,5,,,0,163.04,1851-12-01 00:00:00,1855-03-03 00:00:00,Elijah,Webb,Chastain,1813-09-25,M,,,402475,,,,,1675,,,2016-11-08T05:25:34.057249
C000336,Richard Thurmond Chatham,Democrat,rep,NC,5,,,4,65.89,1949-01-03 00:00:00,1957-01-03 00:00:00,Richard,Thurmond,Chatham,1896-08-16,M,,,402476,,,,,1676,,,2016-11-08T05:25:34.057249
C000337,José Francisco Chaves,Republican,rep,NM,-1,,,2,149.02,1865-12-04 00:00:00,1871-03-03 00:00:00,José,Francisco,Chaves,1833-06-27,M,,,402477,,,,,,,,2016-11-08T05:25:34.057249
C000338,Dennis Chavez,Democrat,sen,NM,,1,,10,78.95,1931-12-07 00:00:00,1963-01-03 00:00:00,Dennis,,Chavez,1888-04-08,M,,,402478,,,,,1678,,,2016-11-08T05:25:34.057249
C000339,Joseph Bonaparte Cheadle,Republican,rep,IN,9,,,0,127.02,1887-12-05 00:00:00,1891-03-03 00:00:00,Joseph,Bonaparte,Cheadle,1842-08-14,M,,,402479,,,,,1679,,,2016-11-08T05:25:34.057249
C000340,Henry Plummer Cheatham,Republican,rep,NC,2,,,0,125.01,1889-12-02 00:00:00,1893-03-03 00:00:00,Henry,Plummer,Cheatham,1857-12-27,M,,,402480,,,,,1680,,,2016-11-08T05:25:34.057249
C000341,Richard Cheatham,Whig,rep,TN,11,,,0,179.3,1837-09-04 00:00:00,1839-03-03 00:00:00,Richard,,Cheatham,1799-02-20,M,,,402481,,,,,1681,,,2016-11-08T05:25:34.057249
C000342,Frank Leslie Chelf,Democrat,rep,KY,4,,,18,69.87,1945-01-03 00:00:00,1967-01-03 00:00:00,Frank,Leslie,Chelf,1907-09-22,M,,,402482,,,,,1682,,,2016-11-08T05:25:34.057249
C000343,Person Colby Cheney,Republican,sen,NH,,2,,0,130.94,1886-01-01 00:00:00,1887-12-31 00:00:00,Person,Colby,Cheney,1828-02-25,M,,,402483,,,,,1683,,,2016-11-08T05:25:34.057249
C000344,Richard Bruce Cheney,Republican,rep,WY,0,,,8,35.83,1979-01-15 00:00:00,1990-03-17 00:00:00,Richard,Bruce,Cheney,1941-01-30,M,,00193,402484,,,,,14611,,,2016-11-08T05:25:34.057249
C000345,Helen Chenoweth-Hage,Republican,rep,ID,1,,,2,19.85,1995-01-04 00:00:00,2001-01-03 00:00:00,Helen,,Chenoweth-Hage,1938-01-27,F,,00194,400575,,,,,29514,,,2016-11-08T05:25:34.057249
C000346,John Edgar Chenoweth,Republican,rep,CO,3,,,18,71.86,1941-01-03 00:00:00,1965-01-03 00:00:00,John,Edgar,Chenoweth,1897-08-17,M,,,402485,,,,,1684,,,2016-11-08T05:25:34.057249
C000347,Chester Anton Chesney,Democrat,rep,IL,11,,,0,67.89,1949-01-03 00:00:00,1951-01-03 00:00:00,Chester,Anton,Chesney,1916-03-09,M,,,402486,,,,,1685,,,2016-11-08T05:25:34.057249
C000348,James Chesnut,Democrat,sen,SC,,2,,0,158.96,1858-01-01 00:00:00,1861-03-03 00:00:00,James,,Chesnut,1815-01-18,M,,,402487,,,,,1686,,,2016-11-08T05:25:34.057249
C000349,William Chetwood,Whig,rep,NJ,-1,,,0,181.04,1835-12-07 00:00:00,1837-03-03 00:00:00,William,,Chetwood,1771-06-17,M,,,402488,,,,,1687,,,2016-11-08T05:25:34.057249
C000350,Langdon Cheves,Republican,rep,SC,1,,,2,205.38,1809-05-22 00:00:00,1815-03-03 00:00:00,Langdon,,Cheves,1776-09-17,M,,,402489,,,,,1688,,,2016-11-08T05:25:34.057249
C000351,Charles Addison Chickering,Republican,rep,NY,24,,,4,119.83,1893-08-07 00:00:00,1901-03-03 00:00:00,Charles,Addison,Chickering,1843-11-26,M,,,402490,,,,,1689,,,2016-11-08T05:25:34.057249
C000352,George Miles Chilcott,Republican,sen,CO,,2,,0,134.94,1867-03-04 00:00:00,1883-03-03 00:00:00,George,Miles,Chilcott,1828-01-02,M,,,402491,,,,,1690,,,2016-11-08T05:25:34.057249
C000353,Thomas Child,Ind. Republican-Democrat,rep,NY,7,,,0,161.04,1855-12-03 00:00:00,1857-03-03 00:00:00,Thomas,,Child,1818-03-22,M,,,402492,,,,,1691,,,2016-11-08T05:25:34.057249
C000354,Robert Andrew Childs,Republican,rep,IL,8,,,0,123.34,1893-08-07 00:00:00,1895-03-03 00:00:00,Robert,Andrew,Childs,1845-03-22,M,,,402493,,,,,1692,,,2016-11-08T05:25:34.057249
C000355,Timothy Childs,Whig,rep,NY,28,,,4,178.03,1829-12-07 00:00:00,1843-03-03 00:00:00,Timothy,,Childs,,M,,,402494,,,,,1693,,,2016-11-08T05:25:34.057249
C000356,Lawton Mainor Chiles,Democrat,sen,FL,,1,,2,39.83,1971-01-21 00:00:00,1989-01-03 00:00:00,Lawton,Mainor,Chiles,1930-04-03,M,,01304,402495,,,,,13101,,,2016-11-08T05:25:34.057249
C000357,Horace Chilton,Democrat,sen,TX,,2,,0,121.02,1891-12-07 00:00:00,1901-03-03 00:00:00,Horace,,Chilton,1853-12-29,M,,,402496,,,,,1694,,,2016-11-08T05:25:34.057249
C000358,Samuel Chilton,Whig,rep,VA,9,,,0,173.05,1843-12-04 00:00:00,1845-03-03 00:00:00,Samuel,,Chilton,1804-09-07,M,,,402497,,,,,1695,,,2016-11-08T05:25:34.057249
C000359,Thomas Chilton,Anti Jacksonian,rep,KY,6,,,2,184.31,1827-12-03 00:00:00,1835-03-03 00:00:00,Thomas,,Chilton,1798-07-30,M,,,402498,,,,,1696,,,2016-11-08T05:25:34.057249
C000360,William Edwin Chilton,Democrat,sen,WV,,1,,0,105.67,1911-04-04 00:00:00,1917-03-03 00:00:00,William,Edwin,Chilton,1858-03-17,M,,,402499,,,,,1697,,,2016-11-08T05:25:34.057249
C000361,Carl Richard Chindblom,Republican,rep,IL,10,,,10,92.4,1919-05-19 00:00:00,1933-03-03 00:00:00,Carl,Richard,Chindblom,1870-12-21,M,,,402500,,,,,1698,,,2016-11-08T05:25:34.057249
C000362,Joseph William Chinn,Jackson,rep,VA,10,,,0,183.06,1831-12-05 00:00:00,1835-03-03 00:00:00,Joseph,William,Chinn,1798-11-16,M,,,402501,,,,,1699,,,2016-11-08T05:25:34.057249
C000363,Thomas Withers Chinn,Whig,rep,LA,2,,,0,177.05,1839-12-02 00:00:00,1841-03-03 00:00:00,Thomas,Withers,Chinn,1791-11-22,M,,,402502,,,,,1700,,,2016-11-08T05:25:34.057249
C000364,Burnett Mitchell Chiperfield,Republican,rep,IL,15,,,2,86.22,1915-12-06 00:00:00,1933-03-03 00:00:00,Burnett,Mitchell,Chiperfield,1870-06-14,M,,,402503,,,,,1701,,,2016-11-08T05:25:34.057249
C000365,Robert Bruce Chiperfield,Republican,rep,IL,19,,,20,75.88,1939-01-03 00:00:00,1963-01-03 00:00:00,Robert,Bruce,Chiperfield,1899-11-20,M,,,402504,,,,,1702,,,2016-11-08T05:25:34.057249
C000366,Daniel Chipman,Federalist,rep,VT,0,,,0,201.07,1815-12-04 00:00:00,1817-03-03 00:00:00,Daniel,,Chipman,1765-10-22,M,,,402505,,,,,1703,,,2016-11-08T05:25:34.057249
C000367,John Logan Chipman,Democrat,rep,MI,1,,,4,125.83,1887-12-05 00:00:00,1895-03-03 00:00:00,John,Logan,Chipman,1830-06-05,M,,,402506,,,,,1704,,,2016-11-08T05:25:34.057249
C000368,John Smith Chipman,Democrat,rep,MI,2,,,0,171.05,1845-12-01 00:00:00,1847-03-03 00:00:00,John,Smith,Chipman,1800-08-10,M,,,402507,,,,,1705,,,2016-11-08T05:25:34.057249
C000369,Nathaniel Chipman,Federalist,sen,VT,,1,,0,219.63,1797-05-15 00:00:00,1803-03-03 00:00:00,Nathaniel,,Chipman,1752-11-15,M,,,402508,,,,,1706,,,2016-11-08T05:25:34.057249
C000370,Norton Parker Chipman,Republican,rep,DC,0,,,0,143.03,1871-03-04 00:00:00,1875-03-03 00:00:00,Norton,Parker,Chipman,1834-03-07,M,,,402509,,,,,,,,2016-11-08T05:25:34.057249
C000371,Shirley Anita Chisholm,Democrat,rep,NY,12,,,10,45.79,1969-01-03 00:00:00,1983-01-03 00:00:00,Shirley,Anita,Chisholm,1924-11-30,F,,00195,402510,,,,,12008,,,2016-11-08T05:25:34.057249
C000372,Martin Chittenden,Federalist,rep,VT,4,,,6,209.13,1803-10-17 00:00:00,1813-03-03 00:00:00,Martin,,Chittenden,1763-03-12,M,,,402511,,,,,1708,,,2016-11-08T05:25:34.057249
C000373,Simeon Baldwin Chittenden,Republican,rep,NY,3,,,4,140.23,1873-12-01 00:00:00,1881-03-03 00:00:00,Simeon,Baldwin,Chittenden,1814-03-29,M,,,402512,,,,,1709,,,2016-11-08T05:25:34.057249
C000374,Thomas Cotton Chittenden,Whig,rep,NY,18,,,0,175.56,1839-12-02 00:00:00,1843-03-03 00:00:00,Thomas,Cotton,Chittenden,1788-08-30,M,,,402513,,,,,1710,,,2016-11-08T05:25:34.057249
C000375,Rufus Choate,Whig,sen,MA,,1,,2,176.8,1831-12-05 00:00:00,1845-03-03 00:00:00,Rufus,,Choate,1799-10-01,M,,,402514,,,,,1711,,,2016-11-08T05:25:34.057249
C000376,James Stone Chrisman,Democrat,rep,KY,4,,,0,163.04,1853-12-05 00:00:00,1855-03-03 00:00:00,James,Stone,Chrisman,1818-09-14,M,,,402515,,,,,1712,,,2016-11-08T05:25:34.057249
C000377,Jon Lynn Christensen,Republican,rep,NE,2,,,0,19.85,1995-01-04 00:00:00,1999-01-03 00:00:00,Jon,Lynn,Christensen,1963-02-20,M,,00196,402516,,,,,29536,,,2016-11-08T05:25:34.057249
C000378,Victor Laurence August Christgau,Republican,rep,MN,1,,,0,84.98,1929-04-15 00:00:00,1933-03-03 00:00:00,Victor,Laurence August,Christgau,1894-09-20,M,,,402517,,,,,1713,,,2016-11-08T05:25:34.057249
C000379,Isaac Peckham Christiancy,Republican,sen,MI,,1,,0,141.02,1875-12-06 00:00:00,1879-12-31 00:00:00,Isaac,Peckham,Christiancy,1812-03-12,M,,,402519,,,,,1714,,,2016-11-08T05:25:34.057249
C000380,Donna M. Christensen,Democrat,rep,VI,0,,,14,17.81,1997-01-07 00:00:00,2015-01-03 00:00:00,Donna,M.,Christensen,1945-09-19,F,Moravian,01474,400073,N00000133,,1032,48879,,H4VI00054,H4VI00054,2016-11-08T05:25:34.057249
C000381,Theodore Christianson,Republican,rep,MN,5,,,0,81.9,1933-03-09 00:00:00,1937-01-03 00:00:00,Theodore,,Christianson,1883-09-12,M,,,402520,,,,,1715,,,2016-11-08T05:25:34.057249
C000382,Gabriel Christie,Republican,rep,MD,6,,,2,218.33,1793-12-02 00:00:00,1801-03-03 00:00:00,Gabriel,,Christie,1775-09-12,M,,,402521,,,,,1716,,,2016-11-08T05:25:34.057249
C000383,George Henry Christopher,Democrat,rep,MO,4,,,4,61.87,1949-01-03 00:00:00,1961-01-03 00:00:00,George,Henry,Christopher,1888-12-09,M,,,402522,,,,,1717,,,2016-11-08T05:25:34.057249
